XCoord,YCoord,NAME,DESCRIPTION,MUNICIPAL,COUNTY,POSITIONSTRING,CATEGORY,HELICOPTERTYPE,SURFACE,ICAOIDENT,ALT,LIGHTS,WINDSOCK,COMSEMERSERVICE,FUEL,EXTERNALPOWER,CONTACTINFO,OBSTACLES,OTHERINFO,OPPRETTETAVBASE,DATAKILDE,CONVERGENCE,DELETED,ID_330,GID,KARTBLAD
15.39435670,67.27319190,Fauske 1,Parkeringsplass ,Fauske,Nordland,6716.39N 01523.66E,LZ paved,Medium,Paved,NULL,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.363739,0,97,411,2129-4
15.37788008,67.26135089,Fauske 2,Idrettsbane v/kirka,Fauske,Nordland,6715.68N 01522.67E,LZ Other,Medium,Grass,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.348511,0,98,410,2129-4
17.99310000,69.22720000,Finnsnes 1,Helipad,Lenvik,Troms,6913.63N 01759.59E,Helipad Solid ,Medium,Paved,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-2.798852,0,99,445,1433-3
18.01097858,69.23499660,Finnsnes 2,Helipad helsesenteret,Lenvik,Troms,6914.10N 01800.66E,Helipad Solid ,Medium,Paved,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-2.815719,0,100,446,1433-2
13.72521601,67.30437042,Givær,Jorde,Bodø,Nordland,6718.26N 01343.51E,LZ Other,Medium,Grass,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.176103,0,101,412,1929-1
13.99896771,66.79281220,Glomfjord 2,Helipad,Meløy,Nordland,6647.57N 01359.94E,Helipad Solid ,Medium,Paved,NULL,317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.920049,0,102,396,1928-1
13.56502225,66.73196981,Halsa,Idrettsbane,Meløy,Nordland,6643.92N 01333.90E,LZ Other,Medium,Gravel,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.318310,0,103,282,1928-3
16.52543475,68.79575587,Harstad sykehus,Helipad,Harstad,Troms,6847.75N 01631.53E,Helipad Hospital,Medium,Paved,NULL,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-1.422202,0,104,439,1332-4
16.59234293,68.77800138,Harstad Heli Team,Helipad,Harstad,Troms,6846.68N 01635.54E,Helipad Solid ,Medium,Paved,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-1.484408,0,105,438,1332-4
13.89641673,67.40353075,Helligvær,Helipad,Bodø,Nordland,6724.21N 01353.79E,Helipad Solid ,Medium,Paved,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.018884,0,106,415,1929-1
14.21580000,68.16610000,Henningsvær,Parkeringslomme,Vågan,Nordland,6809.97N 01412.95E,LZ paved,Medium,Paved,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.727952,0,107,433,1131-3
14.03258913,67.03476183,Inndyr,Idrettsbane,Gildeskål,Nordland,6702.09N 01401.96E,LZ Other,Medium,Gravel,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.890749,0,108,405,1929-2
15.92954753,67.96514098,Innhavet,Helipad,Hamarøy,Nordland,6757.91N 01555.77E,Helipad Solid ,Medium,Paved,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.861660,0,109,426,2130-1
14.76110000,67.51920000,Kjerringøy,Jorde øst av kirka,Bodø,Nordland,6731.15N 01445.67E,LZ Other,Medium,Grass,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.220746,0,110,418,2030-2
14.91750000,67.49220000,Kjerringøy (lavinehund),Gårdsplass,Bodø,Nordland,6729.53N 01455.05E,LZ Other,Medium,Grass,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.076216,0,111,417,2029-1
16.37823733,68.10091750,Kjøpsvik,Helipad ,Tysfjord,Nordland,6806.06N 01622.69E,Helipad Solid ,Medium,Paved,NULL,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-1.278821,0,112,431,1331-3
14.78077019,67.73595424,Leines,Helipad,Steigen,Nordland,6744.16N 01446.85E,LZ Other,Medium,Gravel,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.202886,0,113,420,2030-2
15.06272260,67.79623353,Leinesfjord midlertidig,Idrettsbane,Steigen,Nordland,6747.77N 01503.76E,LZ Other,Medium,Grass,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.058071,0,114,423,2030-1
15.00590027,67.77333606,Leinesfjord ny,Helipad,Steigen,Nordland,6746.40N 01500.35E,Helipad Solid ,Medium,Paved,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.005462,0,115,422,2030-1
12.36469239,66.36323375,Lovund 1,Molo ,Lurøy,Nordland,6621.79N 01221.88E,LZ paved,Medium,Paved,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.414495,0,116,384,1827-4
12.35761596,66.36715709,Lovund 2,Slette v/skolen (gress) ,Lurøy,Nordland,6622.03N 01221.46E,LZ Other,Medium,Grass,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.421052,0,117,385,1827-4
12.86329450,66.39942692,Lurøy,Fotballbane v/skolen ,Lurøy,Nordland,6623.97N 01251.80E,LZ Other,Medium,Grass,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.958135,0,118,387,1827-1
15.97255546,68.41043890,Lødingen,Fotballbane ,Lødingen,Nordland,6824.63N 01558.35E,LZ Other,Medium,Grass,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.904336,0,119,435,1231-1
13.41018091,66.82387484,Meløy,Jorde,Meløy,Nordland,6649.43N 01324.61E,LZ Other,Medium,Grass,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.461578,0,120,399,1928-4
14.13940000,66.32060000,Mo i Rana,Havneområde ,Rana,Nordland,6619.24N 01408.36E,LZ paved,Medium,Paved,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.788153,1,121,379,1927-1
14.18471742,66.32658990,Mo i Rana,Sykehus ,Rana,Nordland,6619.60N 01411.08E,Helipad Hospital,Medium,Paved,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.746684,0,122,380,1927-1
13.21174138,65.83178367,Mosjøen,Sykehus,Vefsn,Nordland,6549.91N 01312.70E,Helipad Hospital,Medium,Paved,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.631602,0,123,375,1826-1
12.47720000,66.75860000,Myken,Gresslette,Rødøy,Nordland,6645.52N 01228.63E,LZ Other,Medium,Grass,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.318310,0,124,394,1828-4
14.00307115,67.15434837,Nord-Arnøy,Veikryss,Gildeskål,Nordland,6709.26N 01400.18E,LZ paved,Medium,Paved,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.918738,0,125,409,1929-2
15.22672838,67.76144599,Nordfold,Nord av kirka,Steigen,Nordland,6745.69N 01513.60E,LZ Other,Medium,Grass,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.209864,0,126,421,2130-4
14.79956601,67.84117141,Nordskott,Snuplass ,Steigen,Nordland,6750.47N 01447.97E,LZ Other,Medium,Gravel,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.185630,0,127,424,2030-1
15.61479088,68.08089237,Oppeid (Presteid),Helipad,Hamarøy,Nordland,6804.85N 01536.89E,Helipad Solid ,Medium,Gravel,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.570352,0,128,430,1231-3
16.50172576,68.49831455,Ramsund 1,Helipad Ramsund,Tjeldsund,Nordland,6829.90N 01630.10E,Helipad Solid ,Medium,Paved,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-1.397259,0,129,437,1331-4
16.51385275,68.45800494,Ramsund 2,NATO-kaia ,Tjeldsund,Nordland,6827.48N 01630.83E,LZ paved,Medium,Paved,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-1.408152,0,130,436,1331-4
13.64059643,66.91049174,Reipå,Helipad,Meløy,Nordland,6654.63N 01338.44E,Helipad Solid ,Medium,Paved,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.250543,0,131,400,1928-4
15.41216930,67.09997001,Rognan Sommer,Flystripa,Saltdal,Nordland,6706.00N 01524.73E,LZ Other,Medium,Grass,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.379685,0,132,406,2129-3
15.41572551,67.10270288,Rognan Vinter ”Øyra”,Idrettsbane,Saltdal,Nordland,6706.16N 01524.94E,LZ Other,Medium,Gravel,NULL,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.382969,0,133,407,2129-3
13.07655162,66.66139679,Rødøy,Idrettsplass skole,Rødøy,Nordland,6639.68N 01304.59E,LZ Other,Medium,Grass,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.766176,0,134,390,1828-2
14.95726740,67.92374868,Røssøya,Grusplass ved veien,Steigen,Nordland,6755.42N 01457.44E,LZ Other,Medium,Gravel,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.039600,0,135,425,2030-1
15.45830000,67.47720000,Røsvik,Idrettsplass,Sørfold,Nordland,6728.63N 01527.50E,LZ Other,Medium,Grass,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.423346,0,136,416,2129-4
12.47470000,65.95970000,Sandnessjøen,Flyplass,Alstahaug,Nordland,6557.58N 01228.48E,NULL,Medium,Paved,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.306502,1,137,NULL,1826-4
12.61599549,66.01785963,Sandnessjøen,Sykehus,Alstahaug,Nordland,6601.07N 01236.96E,Helipad Hospital,Medium,Paved,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.178407,0,138,378,1827-3
14.04213526,66.98614859,Skaugvollkrysset,Parkeringsplass,Gildeskål,Nordland,6659.17N 01402.53E,LZ paved,Medium,Paved,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.881641,0,139,403,1928-1
14.66190000,68.16970000,Skrova,Idrettsbane skole ,Vågan,Nordland,6810.18N 01439.71E,LZ Other,Medium,Gravel,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.313855,0,140,434,1131-2
15.32610000,68.01830000,Skutvik 1,Idrettsbane,Hamarøy,Nordland,6801.10N 01519.57E,LZ Other,Medium,Grass,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.302394,0,141,429,1231-3
15.33289805,68.01682445,Skutvik 2,Gresslette,Hamarøy,Nordland,6801.01N 01519.97E,LZ Other,Medium,Grass,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.308695,0,142,428,1231-3
15.33447334,68.01485923,Skutvik 3 ,Fergekai,Hamarøy,Nordland,6800.89N 01520.07E,LZ paved,Medium,Paved,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.310151,0,143,427,1231-3
13.02820000,66.33370000,Stokkvågen Sommer ,Jorde,Lurøy,Nordland,6620.02N 01301.69E,LZ Other,Medium,Grass,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.806085,0,144,381,1827-1
13.00170000,66.33830000,Stokkvågen Vinter,Parkeringsplass,Lurøy,Nordland,6620.30N 01300.10E,LZ Other,Medium,Gravel,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.830425,0,145,382,1827-1
15.59579376,67.34833925,Straumen Sørfold,Helipad ,Sørfold,Nordland,6720.90N 01535.75E,Helipad Solid ,Medium,Paved,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.549839,0,146,413,2129-4
15.59003521,67.36023388,Salten verk Elkem,Parkeringsplass,Sørfold,Nordland,6721.61N 01535.40E,LZ paved,Medium,Paved,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.544572,0,147,414,2129-4
13.44564848,66.92427729,Støtt,Idrettsplass skole,Meløy,Nordland,6655.46N 01326.74E,LZ Other,Medium,Grass,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.430038,0,148,401,1928-4
16.07169189,67.13377810,Sulitjelma,Idrettsbane,Fauske,Nordland,6708.03N 01604.30E,LZ Other,Medium,Grass,NULL,434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-0.987490,0,149,408,2129-2
14.14949487,66.97180668,Sundsfjord,Parkeringsplass,Gildeskål,Nordland,6658.31N 01408.97E,LZ paved,Medium,Paved,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.782739,0,150,402,1928-1
13.41684002,66.69752951,Tjongsfjord,Idrettsbane,Rødøy,Nordland,6641.85N 01325.01E,LZ Other,Medium,Grass,NULL,194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.454079,0,151,391,1928-3
18.98390079,69.68364944,Tromsø Sykehus,Helipad Sykehus,Tromsø,Troms,6941.02N 01859.03E,Helipad Hospital,Medium,Paved,NULL,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,-3.736789,1,152,NULL,1534-3
12.09323322,66.50312437,Træna (Husøya),Idrettsbane,Træna,Nordland,6630.19N 01205.59E,LZ Other,Medium,Grass,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.666108,0,153,388,1728-2
12.72706310,67.65454891,Værøy,Helipad flyplass,Værøy,Nordland,6739.27N 01243.62E,Helipad Solid ,Medium,Paved,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.102418,0,155,419,1830-3
13.47639690,66.71868295,Ågskardet,Helipad,Meløy,Nordland,6643.12N 01328.58E,Helipad Solid ,Medium,Paved,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.399596,0,156,392,1928-3
13.92779922,66.81621569,Glomfjord 1,Grusbane,Meløy,Nordland,6648.97N 01355.67E,LZ Other,Medium,Gravel,NULL,377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,0.985635,0,157,NULL,1928-1
13.70607019,66.87121463,Ørnes,Steinfylling,Meløy,Nordland,6652.27N 01342.36E,LZ Other,Medium,Gravel,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,1.189961,0,158,NULL,1928-4
11.94859880,65.67466802,Vega,Idrettsbane,Vega,Nordland,6540.48N 01156.92E,LZ Other,Medium,Grass,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bodø,LZ information 330BO.xlsx,2.780949,0,154,372,1726-2
10.33082977,64.24836746,Bessaker,Idrettsbane,Roan,Sør-Trøndelag,6414.90N 01019.85E,LZ Other,Medium,Grass,NULL,16,No,No,NULL,No,No,NULL,Football goals. Nearby roadlights. Powerline north of LZ.,NULL,Ørland,NULL,4.207219,0,159,NULL,1623-3
11.50415976,64.46998458,Namsos sykehus,Helipad,Namsos,Nord-Trøndelag,6428.20N 01130.25E,Helipad solid,Medium,Paved,NULL,95,Pad outline,Yes,NULL,Unknown,Unknown,Unkown,NULL,NULL,Ørland,NULL,3.155235,0,160,NULL,1723-4
